workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
rw,4096,ordered,none,256,on,noatime,30,libaio,736.0872124,20739,5184.792918
randrw,4096,ordered,none,256,on,noatime,30,libaio,15926.11003,1965,491.407596
read,4096,ordered,none,256,on,atime,5,sync,26.73032352,26377,6594.485812
write,4096,ordered,none,256,on,atime,5,sync,8.163056274,395987,98996.97885
randread,4096,ordered,none,256,on,atime,5,sync,409.0485853,9676,2419.105976
randwrite,4096,ordered,none,256,on,atime,5,sync,10.01124452,319298,79824.60414
rw,4096,ordered,none,256,on,atime,5,sync,53.84788228,38138,9534.593023
randrw,4096,ordered,none,256,on,atime,5,sync,1014.017449,1980,495.183888
read,4096,ordered,none,256,on,atime,5,libaio,340.6263916,28621,7155.366306
write,4096,ordered,none,256,on,atime,5,libaio,164.2549001,345380,86345.19104
randread,4096,ordered,none,256,on,atime,5,libaio,8528.871229,7471,1867.867526
randwrite,4096,ordered,none,256,on,atime,5,libaio,374.1346188,159843,39960.97561
rw,4096,ordered,none,256,on,atime,5,libaio,1148.21001,15251,3812.950477
randrw,4096,ordered,none,256,on,atime,5,libaio,16987.07973,1829,457.364773
read,4096,ordered,none,256,on,atime,30,sync,34.83787296,55739,13934.93515
write,4096,ordered,none,256,on,atime,30,sync,10.60099715,323634,80908.64198
randread,4096,ordered,none,256,on,atime,30,sync,549.1115633,7221,1805.399449
randwrite,4096,ordered,none,256,on,atime,30,sync,10.41081043,314321,78580.33573
rw,4096,ordered,none,256,on,atime,30,sync,43.31360807,23962,5990.684932
randrw,4096,ordered,none,256,on,atime,30,sync,1052.385913,1834,458.502831
read,4096,ordered,none,256,on,atime,30,libaio,404.9657772,75091,18772.84446
write,4096,ordered,none,256,on,atime,30,libaio,357.4091935,168256,42064.18485
randread,4096,ordered,none,256,on,atime,30,libaio,7993.136943,7965,1991.430916
randwrite,4096,ordered,none,256,on,atime,30,libaio,313.3006008,191345,47836.49635
rw,4096,ordered,none,256,on,atime,30,libaio,1170.049586,13862,3465.659341
randrw,4096,ordered,none,256,on,atime,30,libaio,17074.88534,1831,457.913915
read,4096,ordered,none,256,off,noatime,5,sync,25.69298949,32039,8009.77756
write,4096,ordered,none,256,off,noatime,5,sync,19.30267755,157066,39266.62672
randread,4096,ordered,none,256,off,noatime,5,sync,542.3035394,7252,1813.191678
randwrite,4096,ordered,none,256,off,noatime,5,sync,16.16110658,211747,52936.99515
rw,4096,ordered,none,256,off,noatime,5,sync,50.83014071,17702,4425.718527
randrw,4096,ordered,none,256,off,noatime,5,sync,1057.47308,1834,458.631056
read,4096,ordered,none,256,off,noatime,5,libaio,393.8223767,63565,15891.3676
write,4096,ordered,none,256,off,noatime,5,libaio,167.7425341,339125,84781.37128
randread,4096,ordered,none,256,off,noatime,5,libaio,6996.302063,9105,2276.425023
randwrite,4096,ordered,none,256,off,noatime,5,libaio,146.9766853,381577,95394.46871
rw,4096,ordered,none,256,off,noatime,5,libaio,1045.949978,26119,6529.76309
randrw,4096,ordered,none,256,off,noatime,5,libaio,15804.48261,1972,493.077166
read,4096,ordered,none,256,off,noatime,30,sync,15.77576534,31118,7779.677113
write,4096,ordered,none,256,off,noatime,30,sync,7.588639023,418760,104690.0958
randread,4096,ordered,none,256,off,noatime,30,sync,434.8757144,9101,2275.476546
randwrite,4096,ordered,none,256,off,noatime,30,sync,23.43630365,153300,38325.1462
rw,4096,ordered,none,256,off,noatime,30,sync,34.91488006,18953,4738.370413
randrw,4096,ordered,none,256,off,noatime,30,sync,954.3755401,2041,510.275837
read,4096,ordered,none,256,off,noatime,30,libaio,309.876541,28127,7031.759657
write,4096,ordered,none,256,off,noatime,30,libaio,271.4631409,219183,54795.98662
randread,4096,ordered,none,256,off,noatime,30,libaio,9533.548767,6692,1673.159897
randwrite,4096,ordered,none,256,off,noatime,30,libaio,321.2500875,182424,45606.12387
rw,4096,ordered,none,256,off,noatime,30,libaio,931.9582351,21876,5469.234617
randrw,4096,ordered,none,256,off,noatime,30,libaio,18552.96104,1687,421.906355
read,4096,ordered,none,256,off,atime,5,sync,16.90361241,28039,7009.947588
write,4096,ordered,none,256,off,atime,5,sync,17.23015437,142392,35598.04454
randread,4096,ordered,none,256,off,atime,5,sync,484.7353461,8182,2045.570885
randwrite,4096,ordered,none,256,off,atime,5,sync,15.69094496,220845,55211.45746
rw,4096,ordered,none,256,off,atime,5,sync,52.56886805,25307,6326.967593
randrw,4096,ordered,none,256,off,atime,5,sync,852.3911436,2296,574.131774
read,4096,ordered,none,256,off,atime,5,libaio,351.5070799,44650,11162.66394
write,4096,ordered,none,256,off,atime,5,libaio,242.3101096,243854,60963.72093
randread,4096,ordered,none,256,off,atime,5,libaio,6111.096255,10416,2604.04498
randwrite,4096,ordered,none,256,off,atime,5,libaio,302.402743,195629,48907.46269
rw,4096,ordered,none,256,off,atime,5,libaio,804.7854812,29044,7261.235333
randrw,4096,ordered,none,256,off,atime,5,libaio,13745.28507,2273,568.400804
read,4096,ordered,none,256,off,atime,30,sync,27.39963194,37369,9342.266572
write,4096,ordered,none,256,off,atime,30,sync,11.79762264,293883,73470.85202
randread,4096,ordered,none,256,off,atime,30,sync,387.6005941,10213,2553.317489
randwrite,4096,ordered,none,256,off,atime,30,sync,12.79973163,267767,66941.77732
rw,4096,ordered,none,256,off,atime,30,sync,48.21657051,21395,5348.825832
randrw,4096,ordered,none,256,off,atime,30,sync,964.4500887,2037,509.499029
read,4096,ordered,none,256,off,atime,30,libaio,214.9971113,31477,7869.356388
write,4096,ordered,none,256,off,atime,30,libaio,292.5288896,205603,51400.78431
randread,4096,ordered,none,256,off,atime,30,libaio,6231.671007,10213,2553.416972
randwrite,4096,ordered,none,256,off,atime,30,libaio,225.8848786,261359,65339.98006
rw,4096,ordered,none,256,off,atime,30,libaio,885.8478898,34156,8539.182505
randrw,4096,ordered,none,256,off,atime,30,libaio,14434.59951,2160,540.203571
read,4096,ordered,none,512,on,noatime,5,sync,14.18721394,29214,7303.688844
write,4096,ordered,none,512,on,noatime,5,sync,10.26129718,314321,78580.33573
randread,4096,ordered,none,512,on,noatime,5,sync,344.5367,11469,2867.343367
randwrite,4096,ordered,none,512,on,noatime,5,sync,14.09816304,237449,59362.31884
rw,4096,ordered,none,512,on,noatime,5,sync,64.38611723,23592,5898.039921
randrw,4096,ordered,none,512,on,noatime,5,sync,892.6472867,2228,557.086079
read,4096,ordered,none,512,on,noatime,5,libaio,311.0063535,36673,9168.438724
write,4096,ordered,none,512,on,noatime,5,libaio,127.8774182,429744,107436.0656
randread,4096,ordered,none,512,on,noatime,5,libaio,7531.509293,8461,2115.361028
randwrite,4096,ordered,none,512,on,noatime,5,libaio,242.3531642,244994,61248.59813
rw,4096,ordered,none,512,on,noatime,5,libaio,656.2366587,32717,8179.301746
randrw,4096,ordered,none,512,on,noatime,5,libaio,14979.12807,2069,517.334385
read,4096,ordered,none,512,on,noatime,30,sync,13.17600459,35097,8774.400857
write,4096,ordered,none,512,on,noatime,30,sync,8.437867111,382134,95533.5277
randread,4096,ordered,none,512,on,noatime,30,sync,484.7473337,8179,2044.868795
randwrite,4096,ordered,none,512,on,noatime,30,sync,19.71779273,173605,43401.3245
rw,4096,ordered,none,512,on,noatime,30,sync,44.02493177,20502,5125.644632
randrw,4096,ordered,none,512,on,noatime,30,sync,965.3754951,2014,503.716559
read,4096,ordered,none,512,on,noatime,30,libaio,286.7878154,29094,7273.695893
write,4096,ordered,none,512,on,noatime,30,libaio,132.5557417,410241,102560.2504
randread,4096,ordered,none,512,on,noatime,30,libaio,6392.857821,9962,2490.632007
randwrite,4096,ordered,none,512,on,noatime,30,libaio,350.1344872,172123,43030.86014
rw,4096,ordered,none,512,on,noatime,30,libaio,766.4823555,23236,5809.245484
randrw,4096,ordered,none,512,on,noatime,30,libaio,15944.42913,1962,490.577044
read,4096,ordered,none,512,on,atime,5,sync,9.989126785,34780,8695.236832
write,4096,ordered,none,512,on,atime,5,sync,11.51377295,295540,73885.00564
randread,4096,ordered,none,512,on,atime,5,sync,400.1421635,9902,2475.672409
randwrite,4096,ordered,none,512,on,atime,5,sync,16.11587605,207392,51848.10127
rw,4096,ordered,none,512,on,atime,5,sync,29.56983204,48322,12080.66298
randrw,4096,ordered,none,512,on,atime,5,sync,893.4081003,2199,549.848284
read,4096,ordered,none,512,on,atime,5,libaio,256.933338,40655,10163.77171
write,4096,ordered,none,512,on,atime,5,libaio,214.5971764,271651,67912.95337
randread,4096,ordered,none,512,on,atime,5,libaio,8350.252011,7632,1908.167128
randwrite,4096,ordered,none,512,on,atime,5,libaio,282.3990321,209547,52386.89049
rw,4096,ordered,none,512,on,atime,5,libaio,921.6478248,22600,5650.129199
randrw,4096,ordered,none,512,on,atime,5,libaio,15860.52778,1970,492.640211
read,4096,ordered,none,512,on,atime,30,sync,10.68034276,32483,8120.94176
write,4096,ordered,none,512,on,atime,30,sync,12.87728453,170333,42583.49578
randread,4096,ordered,none,512,on,atime,30,sync,399.1161527,9923,2480.920654
randwrite,4096,ordered,none,512,on,atime,30,sync,12.13689667,276523,69130.80169
rw,4096,ordered,none,512,on,atime,30,sync,45.30617531,41570,10392.58555
randrw,4096,ordered,none,512,on,atime,30,sync,923.6816069,2129,532.468587
read,4096,ordered,none,512,on,atime,30,libaio,251.7082303,35182,8795.597906
write,4096,ordered,none,512,on,atime,30,libaio,374.4177779,146449,36612.2905
randread,4096,ordered,none,512,on,atime,30,libaio,8055.417527,7908,1977.012881
randwrite,4096,ordered,none,512,on,atime,30,libaio,471.5726622,128817,32204.4226
rw,4096,ordered,none,512,on,atime,30,libaio,823.0350403,18068,4517.146399
randrw,4096,ordered,none,512,on,atime,30,libaio,15730.68006,1970,492.677211
read,4096,ordered,none,512,off,noatime,5,sync,10.10540897,32743,8185.860605
write,4096,ordered,none,512,off,noatime,5,sync,7.765282761,412825,103206.2992
randread,4096,ordered,none,512,off,noatime,5,sync,342.0017952,11573,2893.421634
randwrite,4096,ordered,none,512,off,noatime,5,sync,17.83019353,192469,48117.4743
rw,4096,ordered,none,512,off,noatime,5,sync,43.4909529,23327,5831.970128
randrw,4096,ordered,none,512,off,noatime,5,sync,886.7804054,2247,561.896115
read,4096,ordered,none,512,off,noatime,5,libaio,313.4060248,39857,9964.421469
write,4096,ordered,none,512,off,noatime,5,libaio,256.4511582,229950,57487.7193
randread,4096,ordered,none,512,off,noatime,5,libaio,6770.01169,9406,2351.657815
randwrite,4096,ordered,none,512,off,noatime,5,libaio,318.3098985,186446,46611.6643
rw,4096,ordered,none,512,off,noatime,5,libaio,793.5128347,18504,4626.093089
randrw,4096,ordered,none,512,off,noatime,5,libaio,15818.05548,1978,494.586525
read,4096,ordered,none,512,off,noatime,30,sync,16.16529668,28027,7006.949642
write,4096,ordered,none,512,off,noatime,30,sync,17.18173042,197397,49349.39759
randread,4096,ordered,none,512,off,noatime,30,sync,359.3523567,11019,2754.886712
randwrite,4096,ordered,none,512,off,noatime,30,sync,21.76729733,166440,41610.15873
rw,4096,ordered,none,512,off,noatime,30,sync,24.88529007,71457,17864.37909
randrw,4096,ordered,none,512,off,noatime,30,sync,847.0439248,2331,582.813583
read,4096,ordered,none,512,off,noatime,30,libaio,190.032709,35420,8855.019592
write,4096,ordered,none,512,off,noatime,30,libaio,180.5565387,314698,78674.66987
randread,4096,ordered,none,512,off,noatime,30,libaio,7014.661877,9076,2269.173505
randwrite,4096,ordered,none,512,off,noatime,30,libaio,242.6796137,240941,60235.29412
rw,4096,ordered,none,512,off,noatime,30,libaio,878.6550141,24259,6064.903846
randrw,4096,ordered,none,512,off,noatime,30,libaio,14786.06467,2094,523.728164
read,4096,ordered,none,512,off,atime,5,sync,10.14205591,34656,8664.198837
write,4096,ordered,none,512,off,atime,5,sync,15.69481139,225403,56350.81685
randread,4096,ordered,none,512,off,atime,5,sync,418.1061318,9474,2368.656932
randwrite,4096,ordered,none,512,off,atime,5,sync,18.33015193,193464,48366.05166
rw,4096,ordered,none,512,off,atime,5,sync,44.83907381,30362,7590.604027
randrw,4096,ordered,none,512,off,atime,5,sync,909.2617391,2157,539.439492
read,4096,ordered,none,512,off,atime,5,libaio,183.3619187,36642,9160.749231
write,4096,ordered,none,512,off,atime,5,libaio,202.1660042,293883,73470.85202
randread,4096,ordered,none,512,off,atime,5,libaio,8366.53037,7536,1884.084637
randwrite,4096,ordered,none,512,off,atime,5,libaio,372.1180937,162017,40504.32633
rw,4096,ordered,none,512,off,atime,5,libaio,860.6198353,17629,4407.282988
randrw,4096,ordered,none,512,off,atime,5,libaio,14015.90699,2231,557.758694
read,4096,ordered,none,512,off,atime,30,sync,10.10052048,39061,9765.459693
write,4096,ordered,none,512,off,atime,30,sync,11.80461647,289342,72335.54084
randread,4096,ordered,none,512,off,atime,30,sync,522.5599464,7584,1896.186563
randwrite,4096,ordered,none,512,off,atime,30,sync,17.56172905,197844,49461.13208
rw,4096,ordered,none,512,off,atime,30,sync,31.90544852,22733,5683.417085
randrw,4096,ordered,none,512,off,atime,30,sync,826.7166428,2371,592.778009
read,4096,ordered,none,512,off,atime,30,libaio,302.1937616,36622,9155.630064
write,4096,ordered,none,512,off,atime,30,libaio,102.8141562,538283,134570.8419
randread,4096,ordered,none,512,off,atime,30,libaio,8651.62396,7370,1842.606911
randwrite,4096,ordered,none,512,off,atime,30,libaio,222.9474227,260063,65015.87302
rw,4096,ordered,none,512,off,atime,30,libaio,933.0094271,30804,7701.103545
randrw,4096,ordered,none,512,off,atime,30,libaio,14300.21759,2182,545.586107
read,4096,writeback,bfq,128,on,noatime,5,sync,15.05713747,37078,9269.589816
write,4096,writeback,bfq,128,on,noatime,5,sync,12.71519199,276231,69057.95574
randread,4096,writeback,bfq,128,on,noatime,5,sync,426.0564215,9293,2323.477274
randwrite,4096,writeback,bfq,128,on,noatime,5,sync,11.86336015,283398,70849.72973
rw,4096,writeback,bfq,128,on,noatime,5,sync,34.75248102,47397,11849.34971
randrw,4096,writeback,bfq,128,on,noatime,5,sync,890.1780443,2148,537.13378
read,4096,writeback,bfq,128,on,noatime,5,libaio,232.448285,34469,8617.488494
write,4096,writeback,bfq,128,on,noatime,5,libaio,236.6974049,247305,61826.41509
randread,4096,writeback,bfq,128,on,noatime,5,libaio,6613.078876,9629,2407.376116
randwrite,4096,writeback,bfq,128,on,noatime,5,libaio,160.3648119,363583,90895.97781
rw,4096,writeback,bfq,128,on,noatime,5,libaio,1002.007002,29994,7498.628258
randrw,4096,writeback,bfq,128,on,noatime,5,libaio,13625.21285,2285,571.4908
read,4096,writeback,bfq,128,on,noatime,30,sync,19.84585907,34744,8686.01723
write,4096,writeback,bfq,128,on,noatime,30,sync,8.551152084,395987,98996.97885
randread,4096,writeback,bfq,128,on,noatime,30,sync,1269.740618,3130,782.603504
randwrite,4096,writeback,bfq,128,on,noatime,30,sync,54.81802976,68660,17165.00786
rw,4096,writeback,bfq,128,on,noatime,30,sync,31.45688289,45808,11452.1648
randrw,4096,writeback,bfq,128,on,noatime,30,sync,844.8527532,2256,564.002476
read,4096,writeback,bfq,128,on,noatime,30,libaio,269.9055727,41445,10361.42293
write,4096,writeback,bfq,128,on,noatime,30,libaio,236.0668431,245453,61363.29588
randread,4096,writeback,bfq,128,on,noatime,30,libaio,6738.202903,9457,2364.298856
randwrite,4096,writeback,bfq,128,on,noatime,30,libaio,234.3118684,249186,62296.57795
rw,4096,writeback,bfq,128,on,noatime,30,libaio,1029.71019,26061,6515.494636
randrw,4096,writeback,bfq,128,on,noatime,30,libaio,15664.00916,1986,496.630983
read,4096,writeback,bfq,128,on,atime,5,sync,15.90501497,30319,7579.921351
write,4096,writeback,bfq,128,on,atime,5,sync,5.929850525,519097,129774.2574
randread,4096,writeback,bfq,128,on,atime,5,sync,473.3728405,8370,2092.73215
randwrite,4096,writeback,bfq,128,on,atime,5,sync,6.70182019,478364,119591.2409
rw,4096,writeback,bfq,128,on,atime,5,sync,46.74150529,23763,5940.771599
randrw,4096,writeback,bfq,128,on,atime,5,sync,775.5765817,2563,640.89337
read,4096,writeback,bfq,128,on,atime,5,libaio,248.0144835,49423,12355.95777
write,4096,writeback,bfq,128,on,atime,5,libaio,93.41840447,586451,146612.9754
randread,4096,writeback,bfq,128,on,atime,5,libaio,7991.675062,7993,1998.353408
randwrite,4096,writeback,bfq,128,on,atime,5,libaio,251.9717767,233431,58357.96972
rw,4096,writeback,bfq,128,on,atime,5,libaio,914.521855,19231,4807.827617
randrw,4096,writeback,bfq,128,on,atime,5,libaio,15382.18377,2028,507.135678
read,4096,writeback,bfq,128,on,atime,30,sync,22.76785124,31484,7871.246697
write,4096,writeback,bfq,128,on,atime,30,sync,11.71694142,292898,73224.58101
randread,4096,writeback,bfq,128,on,atime,30,sync,322.4379756,12266,3066.729059
randwrite,4096,writeback,bfq,128,on,atime,30,sync,10.87118781,299593,74898.28571
rw,4096,writeback,bfq,128,on,atime,30,sync,37.44510906,24210,6052.592729
randrw,4096,writeback,bfq,128,on,atime,30,sync,878.9106904,2223,555.764538
read,4096,writeback,bfq,128,on,atime,30,libaio,489.4012641,35017,8754.47502
write,4096,writeback,bfq,128,on,atime,30,libaio,182.320612,316217,79054.28227
randread,4096,writeback,bfq,128,on,atime,30,libaio,7754.89108,8225,2056.289417
randwrite,4096,writeback,bfq,128,on,atime,30,libaio,304.6918015,102963,25740.76984
rw,4096,writeback,bfq,128,on,atime,30,libaio,746.0757804,19110,4777.713037
randrw,4096,writeback,bfq,128,on,atime,30,libaio,14241.76055,2186,546.513372
read,4096,writeback,bfq,128,off,noatime,5,sync,29.67706039,36277,9069.471353
write,4096,writeback,bfq,128,off,noatime,5,sync,21.95353528,124771,31192.76535
randread,4096,writeback,bfq,128,off,noatime,5,sync,385.5506326,10276,2569.031752
randwrite,4096,writeback,bfq,128,off,noatime,5,sync,18.25439488,192752,48188.23529
rw,4096,writeback,bfq,128,off,noatime,5,sync,38.42485198,23949,5987.404162
randrw,4096,writeback,bfq,128,off,noatime,5,sync,824.889818,2349,587.311535
read,4096,writeback,bfq,128,off,noatime,5,libaio,415.2007236,41610,10402.53968
write,4096,writeback,bfq,128,off,noatime,5,libaio,158.876005,355690,88922.65943
randread,4096,writeback,bfq,128,off,noatime,5,libaio,8353.42488,7628,1907.112094
randwrite,4096,writeback,bfq,128,off,noatime,5,libaio,189.39458,303056,75764.16185
rw,4096,writeback,bfq,128,off,noatime,5,libaio,945.4751773,29148,7287.047323
randrw,4096,writeback,bfq,128,off,noatime,5,libaio,11793.79013,2628,657.17606
read,4096,writeback,bfq,128,off,noatime,30,sync,25.50699951,36968,9242.137921
write,4096,writeback,bfq,128,off,noatime,30,sync,7.760295074,391844,97961.13602
randread,4096,writeback,bfq,128,off,noatime,30,sync,452.6582462,8751,2187.961139
randwrite,4096,writeback,bfq,128,off,noatime,30,sync,17.41630165,174762,43690.66667
rw,4096,writeback,bfq,128,off,noatime,30,sync,26.07802329,39768,9942.103668
randrw,4096,writeback,bfq,128,off,noatime,30,sync,839.9563201,2298,574.584377
read,4096,writeback,bfq,128,off,noatime,30,libaio,395.4805267,39700,9925.185522
write,4096,writeback,bfq,128,off,noatime,30,libaio,175.3329391,322837,80709.35961
randread,4096,writeback,bfq,128,off,noatime,30,libaio,7097.699492,8971,2242.847365
randwrite,4096,writeback,bfq,128,off,noatime,30,libaio,293.3078598,206250,51562.54917
rw,4096,writeback,bfq,128,off,noatime,30,libaio,975.1232802,19060,4765.218655
randrw,4096,writeback,bfq,128,off,noatime,30,libaio,15446.99874,2014,503.747504
